trip_id,customer_id,driver_id,booking_datetime,pickup_location,drop_location,distance_km,duration_minutes,vehicle_type,payment_method,surge_multiplier,fare,trip_status,cancellation_reason,driver_rating,customer_rating
T024476,C02850,D0467,2025-04-25 11:08:00,South Extension,Pragati Maidan,14.0,51,SUV,cash,1.0,362.0,Completed,,3.6,3.3
T024477,C02009,D0507,2025-01-03 17:26:00,INA,Udyog Vihar,17.0,47,SUV,UPI,1.0,399.0,Completed,,3.8,3.1
T024478,C00474,D0392,2025-03-30 09:04:00,Karol Bagh,Laxmi Nagar,26.5,91,Sedan,cash,1.5,944.25,Completed,,4.0,4.2
T024479,C02687,D0396,2025-04-25 04:08:00,Noida City Centre,RK Puram,28.3,118,Sedan,Cash,1.5,1065.75,Completed,,3.9,3.0
T024480,C01187,D0252,2025-04-18 14:46:00,MG Road,Malviya Nagar,6.7,27,SUV,Upi,1.0,204.5,Completed,,4.5,5.0
T024481,C01919,D0411,2025-11-09 22:41:00,Udyog Vihar,Sohna Road,6.6,26,Sedan,UPI,1.2,241.2,Cancelled,No Driver Available,,
T024482,C02984,D0551,2025-12-20 20:55:00,Greater Kailash,Noida Sector 76,4.9,20,Mini,upi,1.0,163.5,Completed,,,3.2
T024483,C00305,D0559,2025-05-22 09:55:00,Dwarka,Loni,2.1,7,Auto,Upi,2.0,191.0,Completed,,3.6,3.9
T024484,C02695,D0272,2025-08-27 18:28:00,Kalkaji,ITO,27.4,121,Mini,CASH,1.0,703.0,Completed,,3.6,3.3
T024485,C00151,D0372,2025-02-09 10:11:00,INA,Udyog Vihar,10.8,42,SUV,UPI,1.5,444.0,Completed,,4.0,3.9
T024486,C00437,D0455,2025-03-26 05:37:00,Ambience Mall,Golf Course Road,8.6,35,Mini,Credit Card,2.0,498.0,Cancelled,Driver Cancelled,,
T024487,C00338,D0386,2025-12-02 03:22:00,Noida Sector 15,Surajpur,16.6,53,SUV,Upi,1.0,405.0,Completed,,4.8,4.3
T024488,C02838,D0024,2025-04-26 06:45:00,Beta 1,Sector 29 Gurugram,29.0,97,Mini,Wallet,1.2,814.8,Completed,,3.2,3.9
T024489,C00648,D0375,2025-05-05 21:53:00,Old Delhi Railway Station,Botanical Garden,16.2,50,Auto,Credit Card,1.0,393.0,Completed,,3.8,4.4
T024490,C00942,D0216,2025-08-15 03:22:00,South Extension,Mahipalpur,21.9,74,Auto,Cash,1.0,526.5,Cancelled,Driver Cancelled,,
T024491,C02311,D0548,2025-08-06 01:40:00,Nehru Place,Indirapuram,29.8,93,Auto,Upi,1.0,683.0,Completed,,4.0,3.9
T024492,C02020,D0505,2025-08-21 07:55:00,Alpha 1,Noida Sector 37,24.1,62,Sedan,Credit Card,2.0,1071.0,Completed,,4.2,3.8
T024493,C02955,D0164,2025-09-02 03:53:00,Sohna Road,Noida Sector 15,16.1,63,Bike,Credit Card,2.0,835.0,Completed,,3.1,3.6
T024494,C01892,D0561,2025-08-16 17:34:00,New Delhi Railway Station,South Extension,5.6,14,Auto,Cash,1.0,162.0,Completed,,4.1,3.0
T024495,C02151,D0149,2025-04-22 03:30:00,Akshardham,DLF Phase 4,10.7,29,SUV,Wallet,1.5,402.75,Completed,,3.7,4.6
T024496,C02673,D0587,2025-05-25 18:01:00,Greater Kailash,Film City Noida,28.7,89,Mini,Upi,1.0,658.5,Completed,,3.1,4.4
T024497,C02854,D0476,2025-06-27 15:02:00,Noida Sector 16,Old Delhi Railway Station,4.9,16,Bike,Cash,1.0,155.5,Completed,,4.2,4.0
T024498,C00289,D0490,2025-09-03 15:56:00,Cyber Hub,Pari Chowk,2.6,8,Sedan,Cash,1.2,126.0,Cancelled,Customer Cancelled,,
T024499,C01617,D0261,2025-02-18 03:11:00,ITO,Pari Chowk,18.7,51,Sedan,upi,1.2,519.0,Completed,,4.9,4.0
T024500,C02021,D0129,2025-07-11 15:15:00,Bisrakh,Crossings Republik,5.1,17,SUV,UPI,1.0,160.5,Completed,,3.5,3.7
T024501,C01941,D0332,2025-01-06 05:37:00,DLF Mall of India,Udyog Vihar,27.6,123,Mini,cash,1.2,852.0,Completed,,3.4,3.7
T024502,C01914,D0211,2025-10-28 18:40:00,Botanical Garden,Udyog Vihar,19.0,73,Auto,Wallet,1.5,721.5,Completed,,4.2,4.5
T024503,C02416,D0343,2025-01-05 10:15:00,Huda City Centre,Anand Vihar Railway Station,24.1,98,Mini,upi,1.5,-911.25,Completed,,3.1,3.6
T024504,C00153,D0495,2025-08-08 03:13:00,Greater Kailash,Cyber City,16.2,63,Auto,CASH,1.0,419.0,Completed,,3.9,4.9
T024505,C02659,D0269,2025-06-01 17:51:00,Noida Sector 18,Mandi House,27.3,78,Mini,,1.0,615.5,Cancelled,Customer Cancelled,,
T024506,C02738,D0073,2025-12-23 17:56:00,MG Road,Cyber Hub,2.4,8,Mini,Wallet,2.0,204.0,Completed,,3.8,4.4
T024507,C00876,D0384,2025-04-03 20:30:00,Ambience Mall,Pari Chowk,5.3,20,Sedan,CASH,1.5,254.25,Completed,,3.0,4.6
T024508,C02536,D0065,2025-06-23 10:00:00,Pari Chowk,Kashmere Gate,15.6,46,Mini,Credit Card,1.0,376.0,Completed,,4.6,4.9
T024509,C02888,D0071,2025-02-22 18:45:00,DLF Phase 4,Laxmi Nagar,2.0,7,SUV,Cash,1.2,112.8,Completed,,5.0,3.9
T024510,C00665,D0158,2025-05-25 04:54:00,Cyber City,Rohini,10.9,39,SUV,UPI,1.0,1457.5,Completed,,3.4,3.7
T024511,C02177,D0111,2025-09-03 15:14:00,Greater Kailash,DLF Phase 2,19.3,56,SUV,Cash,1.0,451.5,Completed,,4.9,4.3
T024512,C02787,D0586,2025-01-27 18:04:00,Greater Kailash,Manesar,8.0,25,Bike,Upi,1.5,330.0,Completed,,3.8,4.3
T024513,C01857,D0319,2025-12-26 18:00:00,DLF Phase 2,Greater Kailash,6.7,30,Bike,UPI,1.2,252.6,Completed,,4.3,3.9
T024514,C02483,D0002,2025-08-30 23:38:00,Kaushambi,Sector 29 Gurugram,12.7,40,SUV,Cash,1.0,320.5,Completed,,4.1,4.2
T024515,C00297,D0466,2025-02-07 17:46:00,Surajpur,Civil Lines,7.9,34,Sedan,Upi,1.2,283.8,Completed,,3.7,4.7
T024516,C01581,D0126,2025-03-07 13:21:00,DLF Phase 3,MG Road,18.9,75,Sedan,Credit Card,1.2,580.2,Completed,,4.4,3.1
T024517,C02796,D0444,2025-02-25 19:07:00,Kalkaji,Noida Sector 76,13.9,53,Auto,upi,1.5,546.75,Completed,,4.3,4.2
T024518,C00282,D0187,2025-04-23 16:14:00,Loni,Greater Noida West,29.8,112,Bike,UPI,1.0,721.0,Cancelled,No Driver Available,,
T024519,C00717,D0023,2025-10-05 14:11:00,Indirapuram,Ambience Mall,2.8,8,SUV,Wallet,1.5,162.0,Completed,,4.8,4.4
T024520,C00688,D0503,2025-03-31 02:14:00,Mahipalpur,Jama Masjid,18.5,61,Bike,upi,1.0,449.5,Cancelled,Driver Cancelled,,
T024521,C01558,D0195,2025-06-01 02:12:00,Rajouri Garden,Mohan Nagar,13.1,35,SUV,cash,1.2,379.8,Completed,,3.4,3.5
T024522,C01814,D0209,2025-07-12 15:10:00,Mayur Vihar,Alpha 1,2.2,7,SUV,,2.0,194.0,Completed,,4.5,3.4
T024523,C02237,D0507,2025-08-18 09:50:00,Yamuna Bank,Greater Kailash,23.8,66,SUV,Cash,1.5,808.5,Completed,,3.8,3.2
T024524,C02642,D0503,2025-03-02 01:36:00,IFFCO Chowk,Indirapuram,1.9,7,Bike,cash,1.0,92.5,Cancelled,No Driver Available,,
T024525,C02102,D0031,2025-09-07 09:03:00,Nehru Place,Ambience Mall,10.7,27,SUV,UPI,1.2,317.4,Cancelled,Customer Cancelled,,
T024526,C02629,D0274,2025-01-26 08:02:00,Nehru Place,Ghaziabad Railway Station,4.1,16,Auto,cash,1.5,215.25,Completed,,5.0,3.6
T024527,C00735,D0052,2025-01-13 22:48:00,Nehru Place,Loni,26.1,98,Auto,Cash,2.0,1275.0,Completed,,4.8,3.2
T024528,C00750,D0220,2025-02-09 09:58:00,Lajpat Nagar,Bisrakh,23.4,77,Mini,upi,1.0,555.0,Completed,,4.2,4.5
T024529,C01974,D0042,2025-02-03 11:28:00,Mohan Nagar,Ghaziabad Railway Station,12.8,40,Auto,Cash,1.0,322.0,Completed,,4.4,4.5
T024530,C02244,D0157,2025-04-10 14:13:00,Mayur Vihar,Crossings Republik,15.9,44,Mini,Credit Card,1.0,376.5,Cancelled,Customer Cancelled,,
T024531,C02358,D0189,2025-09-07 02:10:00,Noida Sector 15,Sector 45 Gurugram,17.5,70,Bike,Upi,1.0,452.5,Completed,,4.8,3.0
T024532,C02255,D0599,2025-09-23 22:18:00,Akshardham,DLF Mall of India,23.1,62,Sedan,upi,2.0,1041.0,Completed,,3.4,3.5
T024533,C01317,D0225,2025-06-24 21:31:00,Ghaziabad Railway Station,Daryaganj,19.0,53,Bike,Cash,1.5,661.5,Completed,,4.3,3.6
T024534,C01776,D0313,2025-11-19 03:25:00,Preet Vihar,Sector 56 Gurugram,13.0,49,Mini,UPI,2.0,686.0,Completed,,3.6,3.4
T024535,C02023,D0483,2025-03-10 18:14:00,Aerocity,Mayur Vihar,7.8,30,Bike,upi,1.0,227.0,Completed,,4.9,3.4
T024536,C01511,D0325,2025-02-23 12:38:00,Vasant Kunj,Vaishali,9.2,37,Auto,Cash,1.0,262.0,Completed,,3.4,3.3
T024537,C01164,D0020,2025-04-07 12:48:00,Rohini,Sector 56 Gurugram,25.6,79,Bike,Wallet,1.0,592.0,Completed,,3.6,4.7
T024538,C00412,D0478,2025-05-13 02:27:00,Knowledge Park,Alpha 1,11.6,51,Bike,Cash,2.0,652.0,Completed,,3.3,4.0
T024539,C01847,D0574,2025-03-25 03:49:00,Vasundhara,Film City Noida,24.3,106,Bike,Wallet,1.5,939.75,Completed,,4.6,4.4
T024540,C02728,D0166,2025-07-28 04:38:00,Raj Nagar Extension,Jama Masjid,8.9,39,Sedan,UPI,1.5,392.25,Completed,,4.1,3.8
T024541,C00286,D0098,2025-07-01 02:42:00,Vasant Kunj,Preet Vihar,23.9,93,Bike,Credit Card,1.5,891.75,Completed,,3.5,4.6
T024542,C02632,D0463,2025-12-21 21:02:00,Model Town,Mandi House,14.5,42,Auto,CASH,2.0,703.0,Completed,,3.3,3.8
T024543,C01634,D0462,2025-02-05 11:25:00,Loni,Sector 56 Gurugram,15.5,61,SUV,CASH,1.0,404.5,Completed,,5.0,4.7
T024544,C00326,D0162,2025-05-31 19:06:00,Sector 45 Gurugram,Alpha 1,6.7,18,Mini,UPI,1.0,186.5,Completed,,5.0,3.2
T024545,C02713,D0324,2025-06-10 04:12:00,Wave City Center,Rohini,14.5,53,Bike,Credit Card,2.0,747.0,Completed,,3.3,3.4
T024546,C02395,D0325,2025-09-25 23:17:00,Noida Sector 18,Anand Vihar ISBT,29.5,105,Auto,cash,2.0,1405.0,Completed,,4.1,3.9
T024547,C02162,D0548,2025-06-22 23:43:00,Dilshad Garden,Seelampur,20.5,69,Auto,upi,1.0,495.5,Completed,,4.3,4.0
T024548,C02731,D0584,2025-03-24 07:32:00,DLF Phase 4,DLF Phase 3,27.4,111,Mini,Upi,2.0,1366.0,Completed,,3.4,3.3
T024549,C01337,D0195,2025-03-15 03:36:00,Mandi House,Cyber Hub,14.6,39,SUV,Cash,1.5,520.5,Cancelled,No Driver Available,,
T024550,C02862,D0311,2025-11-11 13:49:00,Raj Nagar Extension,Vasundhara,9.0,38,Bike,Cash,1.0,261.0,Completed,,4.0,3.1
T024551,C00489,D0193,2025-03-22 23:18:00,Airport T3,DLF Phase 1,2.9,9,Auto,CASH,1.0,111.5,Completed,,4.3,4.8
T024552,C01767,D0227,2025-06-30 06:09:00,Dilshad Garden,Janakpuri,19.5,84,Bike,upi,1.5,765.75,Completed,,4.3,3.8
T024553,C00042,D0435,2025-09-24 09:45:00,Cyber City,Manesar,3.7,14,SUV,Upi,2.0,267.0,Completed,,4.8,4.1
T024554,C01224,D0138,2025-05-07 06:04:00,Hauz Khas,Aerocity,21.4,83,SUV,CASH,1.0,537.0,Completed,,4.8,4.0
T024555,C00421,D0270,2025-12-27 07:58:00,Saket,Sarojini Nagar,26.6,72,Mini,CASH,1.0,593.0,Completed,,4.6,4.0
T024556,C01122,D0332,2025-09-16 16:07:00,Model Town,MG Road,23.0,87,Mini,UPI,2.0,1138.0,Completed,,,3.5
T024557,C02533,D0422,2025-07-09 14:29:00,Model Town,Anand Vihar ISBT,10.3,30,Sedan,CASH,1.0,264.5,Completed,,3.5,4.2
T024558,C00420,D0108,2025-07-11 18:49:00,Manesar,Preet Vihar,5.3,16,Sedan,Cash,1.0,161.5,Completed,,3.0,3.7
T024559,C00924,D0314,2025-03-31 21:32:00,Dwarka,New Delhi Railway Station,8.0,20,Sedan,upi,1.2,252.0,Completed,,5.0,3.1
T024560,C01941,D0575,2025-08-23 09:26:00,Mohan Nagar,Janakpuri,11.9,50,Bike,Credit Card,2.0,657.0,Completed,,4.4,4.1
T024561,C00857,D0150,2025-05-12 13:06:00,Rohini,Noida Sector 137,20.5,59,Auto,Credit Card,2.0,951.0,Completed,,4.4,4.3
T024562,C01708,D0288,2025-05-09 02:31:00,Noida Sector 76,Film City Noida,17.7,45,Sedan,upi,1.5,608.25,Completed,,4.0,4.6
T024563,C00188,D0032,2025-10-27 12:02:00,MG Road,Anand Vihar ISBT,13.2,37,Sedan,Upi,1.0,322.0,Completed,,4.7,4.0
T024564,C01212,D0384,2025-09-03 15:02:00,Delta 1,Golf Course Road,2.6,7,Sedan,Credit Card,1.0,103.0,Completed,,3.5,4.4
T024565,C00563,D0335,2025-02-22 14:58:00,Manesar,Bisrakh,16.9,44,Auto,Credit Card,2.0,783.0,Completed,,3.8,4.5
T024566,C02614,D0397,2025-01-17 04:21:00,Golf Course Road,Manesar,22.6,96,Auto,UPI,1.0,581.0,Completed,,4.6,3.9
T024567,C02658,D0075,2025-11-28 03:58:00,Vasundhara,Saket,12.1,50,Mini,cash,1.2,397.8,Completed,,3.2,3.5
T024568,C00708,D0327,2025-04-28 20:41:00,Laxmi Nagar,Connaught Place,4.6,11,Bike,cash,1.0,141.0,Cancelled,Customer Cancelled,,
T024569,C02868,D0419,2025-08-23 16:27:00,Dwarka,Malviya Nagar,16.2,49,Auto,Credit Card,1.0,391.0,Cancelled,No Driver Available,,
T024570,C02747,D0197,2025-02-18 18:33:00,AIIMS,Logix Mall,9.3,27,Auto,upi,1.0,243.5,Completed,,4.7,
T024571,C01265,D0240,2025-03-31 05:45:00,Civil Lines,Noida Sector 63,9.7,29,Auto,UPI,1.2,304.2,Completed,,3.4,4.6
T024572,C00661,D0519,2025-08-22 08:30:00,RK Puram,Greater Kailash,8.3,31,Sedan,cash,2.0,473.0,Completed,,4.9,4.3
T024573,C02867,D0382,2025-01-28 13:29:00,MG Road,ITO,10.3,46,Mini,upi,1.0,296.5,Completed,,3.9,3.2
T024574,C02243,D0065,2025-05-16 17:47:00,Surajpur,Vaishali,28.0,74,Mini,cash,1.0,618.0,Completed,,4.6,3.1
T024575,C02353,D0086,2025-05-15 05:17:00,Udyog Vihar,Mandi House,16.4,58,Auto,UPI,1.0,412.0,Completed,,4.0,4.3
T024576,C02446,D0139,2025-02-23 04:20:00,Hauz Khas,Malviya Nagar,0.0,13,Bike,CASH,1.2,150.6,Completed,,4.1,3.5
T024577,C02531,D0432,2025-10-18 06:52:00,Akshardham,Sohna Road,22.1,88,Mini,Upi,1.0,557.5,Completed,,4.2,4.5
T024578,C00699,D0490,2025-06-06 01:42:00,Lajpat Nagar,Crossings Republik,8.6,33,Sedan,Upi,1.0,245.0,Completed,,3.8,3.9
T024579,C02111,D0563,2025-09-22 06:32:00,DLF Phase 4,Udyog Vihar,11.0,43,Auto,UPI,2.0,602.0,Completed,,4.1,
T024580,C02549,D0079,2025-04-09 12:59:00,Sector 45 Gurugram,New Delhi Railway Station,6.4,21,Auto,cash,1.0,188.0,Completed,,3.1,3.8
T024581,C01574,D0154,2025-02-09 18:00:00,IFFCO Chowk,DLF Phase 1,10.5,29,Sedan,upi,1.5,398.25,Completed,,4.4,4.7
T024582,C00760,D0556,2025-11-14 17:26:00,Indirapuram,Dwarka,25.4,63,SUV,upi,1.0,557.0,Completed,,4.3,3.3
T024583,C01721,D0143,2025-09-22 08:12:00,Noida Sector 137,Cyber Hub,25.4,101,SUV,upi,1.5,949.5,Completed,,4.9,4.3
T024584,C01936,D0125,2025-02-05 18:52:00,INA,Pari Chowk,2.1,6,Mini,upi,2.0,187.0,Completed,,3.4,3.2
T024585,C00832,D0168,2025-05-27 20:01:00,Noida Sector 76,Old Delhi Railway Station,21.2,65,Auto,CASH,2.0,996.0,Completed,,3.5,4.2
T024586,C00979,D0486,2025-11-17 12:53:00,MG Road,DLF Phase 4,21.7,57,SUV,UPI,1.2,587.4,Completed,,4.4,4.0
T024587,C02421,D0436,2025-12-24 01:18:00,Sahibabad,Noida Sector 62,6.2,18,SUV,Credit Card,1.0,179.0,Completed,,3.8,4.0
T024588,C02678,D0560,2025-06-07 09:36:00,Hauz Khas,Delta 1,19.2,81,Mini,cash,1.5,750.0,Completed,,3.7,3.6
T024589,C01377,D0032,2025-04-08 08:27:00,Logix Mall,Green Park,26.0,81,Sedan,Cash,2.0,1204.0,Completed,,4.9,4.0
T024590,C02436,D0238,2025-09-10 23:13:00,Jama Masjid,Greater Kailash,12.6,46,Mini,UPI,1.0,331.0,Completed,,3.1,4.8
T024591,C00859,D0519,2025-12-28 10:11:00,Chandni Chowk,Botanical Garden,15.3,61,Sedan,Credit Card,1.0,401.5,Completed,,4.1,3.7
T024592,C02979,D0469,2025-10-15 19:12:00,Rohini,Noida Sector 137,6.7,29,Bike,Wallet,2.0,417.0,Completed,,3.2,3.6
T024593,C01885,D0361,2025-07-21 17:43:00,Kashmere Gate,Pari Chowk,24.0,105,Sedan,UPI,1.2,744.0,Cancelled,Driver Cancelled,,
T024594,C01236,D0546,2025-12-28 10:46:00,Model Town,Jama Masjid,16.2,68,Auto,Upi,1.2,514.8,Completed,,3.9,3.2
T024595,C02910,D0590,2025-12-11 23:20:00,Yamuna Bank,Bisrakh,2.8,11,Sedan,Cash,1.0,114.0,Completed,,4.2,4.6
T024596,C02957,D0446,2025-01-25 18:05:00,Yamuna Bank,Film City Noida,3.9,14,SUV,Cash,1.5,204.75,Completed,,4.9,
T024597,C02950,D0505,2025-06-29 00:45:00,DLF Phase 4,Bisrakh,16.2,61,Sedan,Upi,2.0,830.0,Completed,,4.1,3.6
T024598,C00900,D0482,2025-10-21 23:17:00,Daryaganj,Greater Noida West,13.4,34,Auto,Cash,1.2,382.8,Completed,,,3.2
T024599,C00818,D0342,2025-05-07 23:11:00,Noida Sector 78,IFFCO Chowk,9.3,25,Mini,Upi,2.0,479.0,Completed,,3.7,4.1
T024600,C00974,D0132,2025-03-25 18:30:00,Manesar,Janakpuri,13.7,55,Mini,UPI,1.2,438.6,Completed,,4.9,4.4
T024601,C02367,D0352,2025-10-03 20:00:00,Noida Sector 137,Cyber Hub,1.2,4,Sedan,Upi,2.0,152.0,Completed,,4.1,4.1
T024602,C01719,D0442,2025-08-20 00:44:00,New Delhi Railway Station,Knowledge Park,22.1,63,Auto,Upi,1.2,609.0,Completed,,3.8,3.6
T024603,C00887,D0559,2025-03-01 02:39:00,Akshardham,Mahipalpur,0.0,60,Auto,cash,1.5,741.0,Completed,,4.2,4.3
T024604,C02512,D0138,2025-02-03 07:04:00,Seelampur,Kalkaji,16.6,56,SUV,Credit Card,1.2,493.2,Completed,,4.0,3.6
T024605,C00038,D0330,2025-07-11 19:58:00,Ghaziabad Railway Station,IGI Airport T1,20.5,78,Auto,UPI,1.5,770.25,Completed,,3.5,3.8
T024606,C02209,D0195,2025-03-21 16:33:00,MG Road,Golf Course Road,21.2,57,SUV,upi,1.2,578.4,Completed,,3.9,3.3
T024607,C00279,D0246,2025-10-12 03:44:00,Civil Lines,Manesar,16.0,48,SUV,CASH,1.2,463.2,Completed,,4.2,4.5
T024608,C02334,D0067,2025-12-28 12:06:00,Connaught Place,Gamma 1,23.7,78,SUV,CASH,1.0,561.5,Completed,,4.0,4.4
T024609,C01100,D0467,2025-06-14 07:11:00,Old Delhi Railway Station,Noida Sector 76,10.2,45,SUV,Upi,1.5,439.5,Completed,,3.3,3.6
T024610,C02036,D0447,2025-06-05 11:55:00,Delta 1,Yamuna Bank,7.5,19,SUV,Cash,2.0,401.0,Cancelled,No Driver Available,,
T024611,C00281,D0471,2025-10-05 12:45:00,Pitampura,Daryaganj,15.1,55,Mini,cash,1.5,579.75,Completed,,3.8,3.8
T024612,C00689,D0556,2025-06-29 23:27:00,Manesar,Defence Colony,16.1,60,SUV,CASH,1.0,411.5,Completed,,4.5,3.6
T024613,C01632,D0511,2025-01-24 12:02:00,Malviya Nagar,Greater Kailash,20.6,81,SUV,Cash,1.5,781.5,Completed,,4.4,4.3
T024614,C01697,D0252,2025-12-29 10:46:00,Janakpuri,IGI Airport T1,14.9,44,SUV,CASH,1.0,361.5,Completed,,4.9,3.3
T024615,C00630,D0402,2025-07-12 18:51:00,Mahipalpur,Mandi House,24.6,86,Sedan,Upi,1.0,591.0,Completed,,3.5,4.7
T024616,C00709,D0457,2025-11-16 11:51:00,Pitampura,AIIMS,21.0,72,SUV,upi,2.0,1018.0,Completed,,3.4,4.5
T024617,C02836,D0265,2025-06-27 20:37:00,Sahibabad,Laxmi Nagar,24.6,102,Auto,upi,1.0,623.0,Completed,,,3.6
T024618,C00665,D0307,2025-01-09 23:01:00,Crossings Republik,Kashmere Gate,1.7,7,Sedan,CASH,1.0,89.5,Completed,,3.0,3.6
T024619,C00954,D0237,2025-09-02 10:39:00,Crossings Republik,Manesar,2.8,11,Bike,CASH,1.0,114.0,Completed,,3.8,3.2
T024620,C01271,D0315,2025-07-18 15:50:00,Defence Colony,Sector 56 Gurugram,5.8,20,Auto,Wallet,1.0,177.0,Completed,,4.3,4.3
T024621,C02480,D0171,2025-10-29 02:55:00,Dilshad Garden,Seelampur,29.2,113,Bike,cash,1.2,4284.0,Completed,,3.6,4.9
T024622,C02971,D0460,2025-08-09 13:06:00,Shahdara,DLF Phase 1,14.4,46,Mini,Credit Card,1.2,429.6,Completed,,4.4,3.8
T024623,C00931,D0492,2025-04-10 13:36:00,Sarojini Nagar,Karol Bagh,11.2,28,Bike,Wallet,1.0,274.0,Completed,,3.9,4.6
T024624,C02848,D0268,2025-12-06 14:01:00,Saket,Logix Mall,6.0,21,Sedan,Wallet,1.0,182.0,Cancelled,No Driver Available,,
T024625,C01044,D0409,2025-11-01 04:06:00,South Extension,Sector 45 Gurugram,12.8,43,Bike,Credit Card,1.5,492.0,Completed,,3.5,4.0
T024626,C01741,D0490,2025-04-15 20:30:00,New Delhi Railway Station,Kashmere Gate,23.5,82,Sedan,cash,1.5,849.75,Completed,,3.7,3.7
T024627,C01355,D0523,2025-02-10 13:23:00,DLF Phase 1,Noida Sector 62,17.9,70,SUV,Wallet,1.5,687.75,Completed,,4.8,3.1
T024628,C00148,D0564,2025-11-02 06:21:00,MG Road,Golf Course Road,24.1,102,Bike,CASH,2.0,1231.0,Completed,,4.9,5.0
T024629,C00046,D0363,2025-12-06 01:31:00,Noida Sector 76,Preet Vihar,24.3,102,Auto,UPI,1.0,618.5,Cancelled,Customer Cancelled,,
T024630,C02135,D0082,2025-01-01 22:37:00,Hauz Khas,Logix Mall,1.3,5,Mini,Credit Card,1.0,79.5,Completed,,3.8,4.7
T024631,C02607,D0405,2025-08-04 06:23:00,Cyber City,Sector 45 Gurugram,9.9,30,Sedan,CASH,1.2,310.2,Completed,,3.1,3.5
T024632,C00772,D0201,2025-05-12 13:02:00,Sector 29 Gurugram,Old Delhi Railway Station,22.8,83,Sedan,Credit Card,1.5,837.0,Cancelled,Driver Cancelled,,
T024633,C00755,D0090,2025-09-07 22:55:00,Old Delhi Railway Station,Noida Sector 78,2.3,7,Auto,Wallet,1.0,98.5,Completed,,3.5,3.7
T024634,C01678,D0112,2025-03-12 19:33:00,Bisrakh,Cyber Hub,23.0,102,Mini,Cash,1.0,599.0,Completed,,3.6,4.9
T024635,C01671,D0323,2025-04-28 08:26:00,Noida Sector 15,Laxmi Nagar,7.1,20,Auto,CASH,1.2,235.8,Completed,,4.7,4.8
T024636,C02165,D0264,2025-05-08 19:43:00,Noida City Centre,Green Park,14.4,63,Mini,UPI,1.2,470.4,Completed,,3.6,4.2
T024637,C01127,D0486,2025-08-14 19:21:00,Aerocity,Beta 1,12.6,42,SUV,UPI,1.5,484.5,Completed,,3.3,4.2
T024638,C00250,D0043,2025-05-26 17:18:00,Alpha 1,Logix Mall,1.0,3,Auto,upi,1.2,85.2,Completed,,3.6,3.9
T024639,C00834,D0480,2025-11-28 05:25:00,Noida Sector 137,Anand Vihar ISBT,15.4,57,Bike,Wallet,1.0,395.0,Completed,,5.0,
T024640,C00829,D0459,2025-04-26 00:38:00,Film City Noida,DLF Phase 1,8.3,32,Auto,Credit Card,1.0,238.5,Completed,,,4.0
T024641,C02904,D0415,2025-08-18 06:19:00,Rajouri Garden,Sector 45 Gurugram,26.5,90,Bike,UPI,1.0,627.5,Completed,,4.9,3.4
T024642,C00775,D0266,2025-03-19 03:47:00,Alpha 1,Noida Sector 78,14.7,49,Auto,Upi,1.5,552.75,Completed,,4.2,3.5
T024643,C00397,D0432,2025-03-13 22:07:00,ITO,Golf Course Road,1.1,4,Mini,Wallet,1.0,74.5,Completed,,3.8,3.5
T024644,C02788,D0335,2025-05-15 04:21:00,Rohini,INA,10.4,26,Auto,upi,1.0,258.0,Completed,,3.5,4.6
T024645,C01691,D0163,2025-08-27 01:16:00,Raj Nagar Extension,Greater Noida West,17.5,63,Bike,upi,1.2,526.2,Completed,,4.2,4.5
T024646,C00873,D0580,2025-05-31 15:42:00,Chandni Chowk,Mayur Vihar,8.9,25,Bike,upi,1.5,350.25,Completed,,4.1,3.4
T024647,C00992,D0211,2025-03-08 08:13:00,Red Fort,South Extension,20.7,78,Auto,Wallet,1.2,619.8,Completed,,4.7,3.5
T024648,C02173,D0189,2025-02-20 00:25:00,Malviya Nagar,Film City Noida,25.2,94,Bike,Upi,1.2,739.2,Completed,,4.9,4.9
T024649,C00701,D0447,2025-04-27 13:44:00,Bisrakh,Old Delhi Railway Station,7.3,20,SUV,Cash,1.0,199.5,Completed,,3.6,4.4
T024650,C02658,D0152,2025-01-07 10:10:00,Daryaganj,Crossings Republik,14.3,49,Bike,UPI,1.0,362.5,Completed,,3.7,4.4
T024651,C02825,D0059,2025-04-25 17:33:00,Pragati Maidan,Udyog Vihar,4.0,13,Mini,CASH,1.5,204.0,Completed,,4.4,4.4
T024652,C02656,D0091,2025-12-10 10:09:00,Akshardham,Ghaziabad Railway Station,17.1,69,Auto,Cash,1.0,444.5,Completed,,3.4,4.6
T024653,C02636,D0121,2025-05-30 21:32:00,Golf Course Road,Sector 29 Gurugram,20.2,56,Mini,cash,1.2,558.0,Completed,,4.1,4.2
T024654,C02408,D0483,2025-05-09 04:38:00,Ghaziabad Railway Station,New Delhi Railway Station,19.5,86,Bike,,1.0,514.5,Completed,,3.5,4.3
T024655,C00042,D0333,2025-07-17 18:01:00,Kaushambi,Shahdara,27.8,123,SUV,cash,1.5,5347.5,Completed,,3.7,4.9
T024656,C01514,D0009,2025-09-11 12:39:00,Sector 14 Gurugram,Noida Sector 15,18.5,70,Sedan,Wallet,1.2,561.0,Completed,,4.8,4.3
T024657,C00580,D0564,2025-01-15 08:38:00,DLF Mall of India,Bisrakh,10.1,44,Bike,upi,2.0,579.0,Cancelled,Driver Cancelled,,
