pickup_location,drop_location,trips,revenue
"Anand Vihar ISBT","Laxmi Nagar",3,1495.75
"Anand Vihar Railway Station",Surajpur,3,2526.25
INA,"Lajpat Nagar",3,1105
"Botanical Garden","RK Puram",3,1316.3
"Pari Chowk","DLF Phase 3",3,2013.9
"Knowledge Park","Noida Sector 16",3,1573.75
ITO,Aerocity,3,1405.5
Ecotech,"Sarojini Nagar",3,1359.25
Pitampura,Dwarka,3,2103.4
"Noida Sector 62","Yamuna Bank",3,2230
"IFFCO Chowk","Sohna Road",3,1767.75
Mahipalpur,"Logix Mall",3,881.5
"DLF Phase 1","Ghaziabad Railway Station",3,1269.7
"Nehru Place","IGI Airport T1",3,1088
"Mayur Vihar","DLF Phase 2",3,977
"Golf Course Road","New Delhi Railway Station",3,1412.4
"Airport T3","Film City Noida",3,1089
"Connaught Place","New Delhi Railway Station",3,1726.5
"Laxmi Nagar","Rajouri Garden",3,1181.5
"Crossings Republik","Kashmere Gate",3,400.5
Vasundhara,"RK Puram",3,611
"Noida Sector 78","Pari Chowk",3,1563.4
"Noida Sector 15","Dilshad Garden",3,1607.5
"Noida Sector 137","Airport T3",3,1337
"Alpha 1","Hauz Khas",3,1141
"DLF Phase 1","Sector 45 Gurugram",3,1582.3
Surajpur,"DLF Phase 2",3,1047
"IGI Airport T1","Knowledge Park",3,787.5
"Raj Nagar Extension","DLF Phase 4",3,714
"Botanical Garden","Noida Sector 76",3,1775
"Udyog Vihar","Cyber City",3,1946.15
"DLF Phase 4","Connaught Place",3,605.6
"Airport T3","DLF Mall of India",3,1513.2
"Beta 1",Mahipalpur,3,2023
"Nehru Place",Bisrakh,3,1868.25
"Kashmere Gate",Bisrakh,3,1265.5
"Udyog Vihar","Noida Sector 137",3,2011
Akshardham,"Hauz Khas",3,452.25
Sahibabad,"Crossings Republik",3,2227.75
"Ghaziabad Railway Station",Dwarka,3,2365.5
"Wave City Center","Gamma 1",3,748.9
"Sector 45 Gurugram","Preet Vihar",3,2049.3
"Rajouri Garden","Model Town",3,1230
"Ghaziabad Railway Station","DLF Mall of India",3,1340.05
"Karol Bagh","Noida Sector 18",3,2062.65
"Preet Vihar","Ambience Mall",3,1214.75
"Anand Vihar ISBT","Sarojini Nagar",3,1221.5
"Delta 1","Noida Sector 63",3,2179.6
"DLF Phase 2","Hauz Khas",3,1348
Loni,"New Delhi Railway Station",3,1730.4
"Old Delhi Railway Station","Airport T3",3,1729.55
"Beta 1","Noida Sector 37",3,1659.5
Janakpuri,"Hauz Khas",3,1195.8
"Noida Sector 18","Kashmere Gate",3,858.5999999999999
INA,"South Extension",3,1658
"Laxmi Nagar","Noida Sector 37",3,1517.4
"Greater Noida West","DLF Phase 2",3,1901.8
"Beta 1","Mandi House",3,1539.5
"Yamuna Bank",Kaushambi,3,1240
"Mohan Nagar","Greater Kailash",3,1225
"MG Road",Janakpuri,3,1045.3
"Chandni Chowk","New Delhi Railway Station",3,1966
"Kashmere Gate","Noida Sector 63",3,1206.75
"Civil Lines","Hauz Khas",3,1239.3
"IGI Airport T1","Pari Chowk",3,1741.25
"Cyber City","Noida Sector 16",3,1069.9
ITO,Bisrakh,3,2293
"Anand Vihar ISBT","Kashmere Gate",3,1743.5
"IFFCO Chowk",Mahipalpur,3,985.5
"Mayur Vihar","Connaught Place",3,890
"DLF Phase 4","Model Town",3,2190.5
"Anand Vihar Railway Station","Rajouri Garden",3,1648
"Noida Sector 63","Greater Kailash",3,2010
"Yamuna Bank",Pitampura,3,1808.3
"Crossings Republik",Janakpuri,3,1318
"Botanical Garden","Knowledge Park",3,1193.1000000000001
"Cyber Hub","Laxmi Nagar",3,1387.5
"IGI Airport T1","Greater Noida West",3,1338
INA,"Anand Vihar Railway Station",3,1758.75
"Raj Nagar Extension","Film City Noida",3,1761.1
"Sohna Road","Airport T3",3,967.5
"Kashmere Gate","Rajouri Garden",3,1225.5
Vaishali,"Nehru Place",3,1606
"Noida Sector 76",Akshardham,3,597.2
Vasundhara,"MG Road",3,1094
"Old Delhi Railway Station","Cyber City",3,718.5
"Ghaziabad Railway Station","Beta 1",3,7623
"Huda City Centre",Surajpur,3,2874.5
"Greater Kailash","South Extension",3,770.2
"Botanical Garden","Delta 1",3,681
"Beta 1",AIIMS,3,1315.2
Dwarka,"DLF Phase 1",3,512.1
Manesar,Aerocity,3,1335.25
"Malviya Nagar","South Extension",3,1038.75
"Old Delhi Railway Station","Wave City Center",3,1897
Kalkaji,"Mayur Vihar",3,1200.5
"Alpha 1","Wave City Center",3,1172.5
"Airport T3","Knowledge Park",3,2421.5
"Kashmere Gate","Wave City Center",3,727.1999999999999
"Sohna Road",Kalkaji,3,1522.35
"Alpha 1","Civil Lines",3,1503
Akshardham,Manesar,3,1695
AIIMS,"Ghaziabad Railway Station",3,968
"Noida Sector 37","Botanical Garden",3,1193.5
"Noida Sector 15","Connaught Place",3,2167.5
"Cyber Hub","Udyog Vihar",3,1344.5
"MG Road","Preet Vihar",3,380.5
Mahipalpur,"IFFCO Chowk",3,1680.1999999999998
"Vasant Kunj","DLF Phase 4",3,1072.3
"Raj Nagar Extension","Noida Sector 18",3,947.5
"New Delhi Railway Station","Ghaziabad Railway Station",3,1496.3999999999999
Loni,INA,3,992.7
Dwarka,"Knowledge Park",3,1804.25
"Chandni Chowk","Pari Chowk",3,2520
"Anand Vihar ISBT","Dilshad Garden",3,1515
"Laxmi Nagar","Gamma 1",3,2054
"Defence Colony",Daryaganj,3,1835.4
"Delta 1","Pari Chowk",3,1166.4
"Sector 56 Gurugram","Film City Noida",3,843.3
Manesar,"Noida Sector 78",3,2062.5
"Ambience Mall",Shahdara,3,889
"Kashmere Gate","Sector 29 Gurugram",3,1376.5
"IGI Airport T1","Cyber City",3,1507.5
"Kashmere Gate","Sector 14 Gurugram",3,935.75
"Cyber Hub","Mandi House",3,1665.1
"Botanical Garden","Hauz Khas",3,1001.85
"MG Road","Connaught Place",3,1851.6
"Civil Lines",INA,3,1843.5
"Wave City Center","DLF Phase 3",3,5702.25
Manesar,"RK Puram",3,1964
"DLF Mall of India","Pari Chowk",3,1739.75
"Rajouri Garden","Pari Chowk",3,1135
"Malviya Nagar","Anand Vihar Railway Station",3,1183.25
"Noida Sector 78","Noida Sector 37",3,1762.5
Ecotech,"South Extension",3,2372.25
"Noida Sector 15","Gamma 1",3,3273.7
"Wave City Center",Daryaganj,3,2070.25
Dwarka,AIIMS,3,603
"Pari Chowk","Chandni Chowk",3,873.25
"Anand Vihar Railway Station",Kaushambi,3,864.8000000000001
"Sector 56 Gurugram","Red Fort",3,1117.5
"Sector 56 Gurugram","Udyog Vihar",3,2128.95
"Greater Noida West",Dwarka,3,1514.5
"Civil Lines","Pragati Maidan",3,693.5
"Film City Noida",Aerocity,3,1164.5
"Sohna Road","Wave City Center",3,2444.5
Aerocity,"Knowledge Park",3,1012
Loni,"DLF Phase 1",3,1897.5
"DLF Phase 1",ITO,3,1463.75
"Civil Lines",Aerocity,3,726.6
"Golf Course Road","Preet Vihar",3,1842.8999999999999
Vasundhara,Saket,3,1491.55
"Greater Kailash","Kashmere Gate",3,1857
"Lajpat Nagar","Delta 1",3,1511
"Knowledge Park","Defence Colony",3,734
"Udyog Vihar",Surajpur,3,796
Indirapuram,"Old Delhi Railway Station",3,1538.5
"DLF Phase 1","Sohna Road",3,1786.5
"Old Delhi Railway Station",Mahipalpur,3,834.3000000000001
"Noida Sector 37","Yamuna Bank",3,2844.9
"Delta 1","Mayur Vihar",3,2568
"Civil Lines","Green Park",3,1404.5
Indirapuram,"Cyber Hub",3,1714.05
"Sector 56 Gurugram","Noida Sector 18",3,1664
"Wave City Center","Kashmere Gate",3,1737.75
"Preet Vihar","Mandi House",3,1431.65
"Alpha 1","Noida Sector 15",3,788.75
Shahdara,Vasundhara,3,2970.25
"Golf Course Road","Noida Sector 137",3,1038
Kaushambi,"Noida Sector 63",3,1352.5
"Cyber Hub",Indirapuram,3,938.2
"Raj Nagar Extension","Vasant Kunj",3,1513.5
Ecotech,"Airport T3",3,1219.5
Indirapuram,"Raj Nagar Extension",3,1783.5
Akshardham,"Old Delhi Railway Station",3,1212.3
"Crossings Republik","Preet Vihar",3,1495.2
"Sector 14 Gurugram","Crossings Republik",3,1099.5
"RK Puram","Sector 29 Gurugram",3,2027.3
Mahipalpur,"DLF Mall of India",3,409.5
INA,Manesar,3,583.2
"DLF Mall of India",ITO,3,1241.5
"Preet Vihar","Sector 56 Gurugram",3,1920.75
"IGI Airport T1","Noida Sector 76",3,1093.5
"Rajouri Garden","IGI Airport T1",3,1796
"DLF Phase 4",Akshardham,3,2623.5
"Sector 29 Gurugram","Kashmere Gate",3,1962.8000000000002
"Gamma 1","Greater Kailash",3,1695.6
"Ambience Mall","Red Fort",3,1955
Manesar,Saket,3,1318.5
"IFFCO Chowk","Hauz Khas",3,1118.25
"South Extension","Connaught Place",3,779.5
"Noida Sector 63",Ecotech,3,1916
"Gamma 1","DLF Phase 3",3,2788.5
"Preet Vihar","Noida Sector 16",3,2750.55
"Noida City Centre","Pari Chowk",3,7526.25
"MG Road","Cyber Hub",3,1182
"Golf Course Road",Vaishali,3,2883
"Sector 29 Gurugram","Pari Chowk",3,2327.2
Rohini,"Airport T3",3,1140.7
"Cyber City","Pari Chowk",3,836
INA,Janakpuri,3,1005
"DLF Phase 2","Noida Sector 78",3,1639.5
"Sector 14 Gurugram","DLF Phase 4",3,1073.75
Sahibabad,"Noida Sector 15",3,596.5
"Greater Noida West","Vasant Kunj",3,1576.5
"Greater Kailash",Dwarka,3,1143
Bisrakh,"Noida Sector 76",3,2263.5
"Malviya Nagar","IFFCO Chowk",3,1424.65
Janakpuri,"Sector 14 Gurugram",3,778.5
Manesar,"Greater Kailash",3,1520.2
"DLF Phase 4","Sector 45 Gurugram",3,758.6
"Sector 56 Gurugram","South Extension",3,1364.5
"Chandni Chowk","Beta 1",3,222.5
Indirapuram,"Udyog Vihar",3,874.4
Saket,"Kashmere Gate",3,1948
"Sohna Road",Janakpuri,3,1435
"New Delhi Railway Station","Kashmere Gate",3,2232.75
"DLF Phase 3","MG Road",3,1538.5
AIIMS,"DLF Mall of India",3,961.25
"Preet Vihar",Kaushambi,3,2053.55
Indirapuram,"Preet Vihar",3,1693.85
"Logix Mall",Vaishali,3,1468.5
"DLF Phase 1","IFFCO Chowk",3,1338.5
"IGI Airport T1","Mayur Vihar",3,1551.95
"South Extension","Raj Nagar Extension",3,917.8
"Film City Noida","DLF Mall of India",3,2465.2
"DLF Phase 2","Huda City Centre",3,814
"Noida Sector 15","Noida Sector 63",3,2285.5
"Malviya Nagar","Preet Vihar",3,545.5
"Pragati Maidan","Udyog Vihar",3,1384.5
"RK Puram","Greater Kailash",2,589.5
Surajpur,"Sarojini Nagar",2,868.6
"Pragati Maidan",Aerocity,2,293.25
"DLF Mall of India","Old Delhi Railway Station",2,1265
Aerocity,"Huda City Centre",2,597.75
AIIMS,Shahdara,2,680.25
Sahibabad,"Noida Sector 78",2,1897
"Pragati Maidan","DLF Phase 4",2,770.5
"Airport T3","Noida Sector 137",2,1107.5
"IGI Airport T1","MG Road",2,857.75
"Botanical Garden","Old Delhi Railway Station",2,475.3
Shahdara,"Huda City Centre",2,969.5
"Red Fort",Pitampura,2,1271.4
"Mohan Nagar",Aerocity,2,377
"Noida Sector 76","Noida Sector 16",2,457
Manesar,AIIMS,2,974
"Preet Vihar","Sector 14 Gurugram",2,1250.5
Sahibabad,"Nehru Place",2,1537
"Nehru Place","Pragati Maidan",2,1210.3
"Mandi House","Raj Nagar Extension",2,829.5
"Mandi House",Seelampur,2,646.6
"Pragati Maidan",Mahipalpur,2,768.6
"Sector 14 Gurugram","DLF Phase 1",2,6114
"Red Fort","Vasant Kunj",2,780
"Huda City Centre","Sector 14 Gurugram",2,1554.5
"Noida Sector 63","RK Puram",2,1791.5
Dwarka,"Noida City Centre",2,671
"MG Road","Noida Sector 16",2,1676
"Malviya Nagar",Dwarka,2,532
"Kashmere Gate",Seelampur,2,1150.7
"DLF Phase 4",Indirapuram,2,1274.4
Dwarka,Kalkaji,2,296.5
"Crossings Republik","Cyber City",2,1210.5
"Civil Lines","Golf Course Road",2,1386.2
"Botanical Garden","Sector 56 Gurugram",2,1230
"Logix Mall","Noida Sector 63",2,1340.5
"Delta 1","Nehru Place",2,739.2
ITO,"Cyber Hub",2,929.8
"Ghaziabad Railway Station","Connaught Place",2,719.5
INA,"Huda City Centre",2,941.5
"Karol Bagh","Pari Chowk",2,984.7
"Anand Vihar Railway Station",Vaishali,2,591
Vaishali,"Connaught Place",2,417.3
"New Delhi Railway Station","Noida Sector 78",2,1608
"DLF Mall of India",Dwarka,2,1227.3
"Hauz Khas",Vaishali,2,823.5
"Film City Noida","Mandi House",2,767
Sahibabad,"Huda City Centre",2,598.5
"Beta 1","Sarojini Nagar",2,-510.5
"Huda City Centre","Golf Course Road",2,1506
"Pari Chowk",Janakpuri,2,1340.25
Sahibabad,"Defence Colony",2,1155
"DLF Phase 2",ITO,2,824.1
"Ambience Mall","Noida Sector 37",2,763.5
"South Extension","MG Road",2,1202
"IGI Airport T1","Wave City Center",2,1225
Shahdara,"Rajouri Garden",2,283.8
Kaushambi,Daryaganj,2,356
"Udyog Vihar","Noida Sector 62",2,1267.75
"Old Delhi Railway Station","Green Park",2,631.8
"Anand Vihar Railway Station","DLF Phase 4",2,263.5
"Logix Mall","Udyog Vihar",2,385.5
Pitampura,"Cyber City",2,597.3
Daryaganj,Vasundhara,2,872
"DLF Phase 3",Bisrakh,2,483
"Botanical Garden",Loni,2,1085.25
"Chandni Chowk","Hauz Khas",2,856.9
"Chandni Chowk","Botanical Garden",2,1054
"Film City Noida",Ecotech,2,719.4000000000001
"Laxmi Nagar","Ambience Mall",2,551
"Sector 45 Gurugram","Anand Vihar Railway Station",2,1633.2
"New Delhi Railway Station",Vasundhara,2,550.5
Janakpuri,AIIMS,2,376.1
"Hauz Khas","Botanical Garden",2,1091.5
Dwarka,"Greater Kailash",2,1565
"Golf Course Road","Noida Sector 78",2,1642.5
"Noida Sector 18","Pari Chowk",2,672
Akshardham,"DLF Phase 1",2,419.75
Seelampur,"Sohna Road",2,736.95
"Ambience Mall",Vaishali,2,643
"Civil Lines","Defence Colony",2,1302
"Noida Sector 16",Janakpuri,2,532.7
"Alpha 1",Surajpur,2,970.25
"DLF Phase 1",Dwarka,2,1587
"Sohna Road",Pitampura,2,600.5
"RK Puram","Preet Vihar",2,364
Surajpur,"Ambience Mall",2,1027.7
"Cyber Hub","Nehru Place",2,1569.75
"Sector 14 Gurugram","DLF Phase 2",2,1245.5
"Noida Sector 62","Alpha 1",2,1104
"Greater Kailash","Noida Sector 78",2,443.2
"Noida City Centre","Raj Nagar Extension",2,2062.5
"Crossings Republik",Vaishali,2,1022
"South Extension",Surajpur,2,728.5
"Noida City Centre","Hauz Khas",2,634
Akshardham,"Airport T3",2,481.5
"Knowledge Park","Greater Kailash",2,613.5
"Film City Noida","Gamma 1",2,1919.5
"Old Delhi Railway Station","Preet Vihar",2,853
"Botanical Garden","Sector 14 Gurugram",2,540.7
"Delta 1","IGI Airport T1",2,728.2
Dwarka,"Red Fort",2,1618.5
"Knowledge Park","Kashmere Gate",2,849.5
"Greater Kailash","Sarojini Nagar",2,565.5
"DLF Phase 2",Akshardham,2,459.6
"Airport T3","Yamuna Bank",2,479.2
Indirapuram,"Rajouri Garden",2,596.75
"Noida Sector 18","Cyber City",2,525
"Huda City Centre",Loni,2,947
"Ambience Mall","Gamma 1",2,573
Janakpuri,Manesar,2,798
"Anand Vihar Railway Station","Ambience Mall",2,1869.5
"Chandni Chowk","MG Road",2,390
"Defence Colony",Mahipalpur,2,661
Shahdara,"Noida Sector 63",2,1133
"Noida Sector 76","Noida Sector 137",2,905.7
"Logix Mall",Aerocity,2,781.8
AIIMS,"Mayur Vihar",2,878.6
"Golf Course Road",Bisrakh,2,709.8
"Jama Masjid",Dwarka,2,1922
"MG Road","New Delhi Railway Station",2,812
Dwarka,"Cyber City",2,581
"Civil Lines","Lajpat Nagar",2,1597
"Jama Masjid","IFFCO Chowk",2,917
"Mandi House","Old Delhi Railway Station",2,1598.25
ITO,"Anand Vihar Railway Station",2,548
"Pragati Maidan","Red Fort",2,713.75
Sahibabad,"Botanical Garden",2,788
"Sector 29 Gurugram","Sector 56 Gurugram",2,753
"Noida Sector 62","Sector 29 Gurugram",2,456
"Golf Course Road",Vasundhara,2,790
"Sector 45 Gurugram","Knowledge Park",2,798.5
"Pragati Maidan",Kalkaji,2,1042.75
"Malviya Nagar","Sector 56 Gurugram",2,654.5
"Noida Sector 62","Golf Course Road",2,464.5
"Mohan Nagar","Film City Noida",2,984.75
ITO,"Lajpat Nagar",2,815.75
"Beta 1",Rohini,2,581
"Gamma 1",Kalkaji,2,1051.25
"Dilshad Garden","Noida Sector 62",2,1134.5
"Sector 14 Gurugram","Karol Bagh",2,718
"Sector 45 Gurugram","South Extension",2,939.5
"Beta 1","Sector 56 Gurugram",2,1011.5
"Golf Course Road","Ghaziabad Railway Station",2,1399.25
"Karol Bagh",Shahdara,2,1515
"Chandni Chowk",Vaishali,2,1502
"Sarojini Nagar","Noida Sector 78",2,1495.75
"Sector 29 Gurugram","Anand Vihar ISBT",2,-53.5
"Green Park","Delta 1",2,578.5
ITO,"Old Delhi Railway Station",2,537.75
"Noida Sector 37","Anand Vihar Railway Station",2,1213.5
"Sohna Road","Greater Noida West",2,982.5
"Noida Sector 62","Jama Masjid",2,690.3
"Knowledge Park","Sarojini Nagar",2,1074.2
"Raj Nagar Extension","Noida Sector 62",2,731.5
"Raj Nagar Extension","DLF Phase 1",2,1058
"Malviya Nagar","Noida Sector 16",2,941.4
"Anand Vihar Railway Station",ITO,2,1103.6
"Dilshad Garden","Noida Sector 137",2,403.5
"DLF Phase 4","Noida Sector 63",2,998.7
Manesar,"Pari Chowk",2,275.2
"Sector 29 Gurugram","Huda City Centre",2,677
"Ghaziabad Railway Station","Cyber Hub",2,1063.75
"Noida Sector 63","Noida Sector 18",2,925.5
Ecotech,"Ghaziabad Railway Station",2,823.5
"Greater Kailash","Karol Bagh",2,362.9
"Film City Noida",Shahdara,2,657.9
"Red Fort","New Delhi Railway Station",2,1195
"Film City Noida","Jama Masjid",2,1613
"DLF Phase 3","Mohan Nagar",2,1342.8
"Noida Sector 18","Mayur Vihar",2,1129
"Huda City Centre",Bisrakh,2,448.79999999999995
"Sector 14 Gurugram","Gamma 1",2,1320.4
"Udyog Vihar","DLF Phase 3",2,353.5
Shahdara,"RK Puram",2,898
"Airport T3","Noida Sector 16",2,842
"Crossings Republik","Red Fort",2,1076.8
"South Extension","Yamuna Bank",2,885.5
"Lajpat Nagar",Vasundhara,2,1291.75
"Noida Sector 62",Vasundhara,2,1482
"Sarojini Nagar","Mayur Vihar",2,737
"Noida Sector 16","Ghaziabad Railway Station",2,1354.75
"Laxmi Nagar","Noida Sector 16",2,1313.5
"DLF Phase 3","Mandi House",2,1264
"Noida Sector 16","Sohna Road",2,385.1
"Golf Course Road","Cyber Hub",2,952.2
"DLF Phase 2","South Extension",2,1548.5
"Hauz Khas","Vasant Kunj",2,1291
Loni,"Crossings Republik",2,1033.2
"Noida Sector 62",Mahipalpur,2,706
"MG Road",AIIMS,2,786
Mahipalpur,"Kashmere Gate",2,1079.3
Loni,"Kashmere Gate",2,1183.35
"Dilshad Garden",Daryaganj,2,1642.5
"Defence Colony","Anand Vihar Railway Station",2,851
"South Extension","Mohan Nagar",2,782.5
"DLF Phase 3","Greater Noida West",2,1051.5
"DLF Phase 4",INA,2,490
"Green Park","South Extension",2,1275
"Golf Course Road","Greater Noida West",2,619.25
Aerocity,Vasundhara,2,916.25
"Mayur Vihar",Daryaganj,2,1459.2
"Red Fort",Manesar,2,714.5
"Noida Sector 62","Connaught Place",2,529.5
Dwarka,"Ghaziabad Railway Station",2,1320
Bisrakh,"Civil Lines",2,1214.85
"Malviya Nagar","IGI Airport T1",2,1151.25
"Defence Colony","DLF Phase 3",2,921
"Defence Colony","Vasant Kunj",2,1118
"Sector 14 Gurugram",Seelampur,2,844.2
Kaushambi,"Anand Vihar ISBT",2,497
"Noida Sector 137",Manesar,2,1301.5
Janakpuri,ITO,2,734
Mahipalpur,"Mandi House",2,804
"Knowledge Park","Film City Noida",2,596.5
Pitampura,"Wave City Center",2,428.5
"Huda City Centre","New Delhi Railway Station",2,619.25
Vasundhara,Vaishali,2,1517
"Noida Sector 15","Ghaziabad Railway Station",2,842
"Huda City Centre","Noida Sector 78",2,998
"Green Park","Noida City Centre",2,857.5
"IGI Airport T1","Noida Sector 15",2,896.5
"Defence Colony","Sector 56 Gurugram",2,1171.5
"Jama Masjid","Sector 56 Gurugram",2,1149.5
"Hauz Khas","IFFCO Chowk",2,1088.25
Vaishali,"Delta 1",2,999.5
Shahdara,ITO,2,923.75
"Noida Sector 16",Daryaganj,2,771
"Red Fort","Cyber City",2,1132.8
"Huda City Centre",INA,2,1806
"Civil Lines","Red Fort",2,1086.3
Ecotech,"Greater Kailash",2,974
Aerocity,"Laxmi Nagar",2,911.1
Ecotech,"Chandni Chowk",2,923.7
"Mohan Nagar",Janakpuri,2,731
Bisrakh,"DLF Phase 1",2,1299.9
"Delta 1",INA,2,805.5
"DLF Phase 3",Pitampura,2,672.6
Akshardham,"Sector 14 Gurugram",2,766.4
Vasundhara,Indirapuram,2,1499.5
Mahipalpur,"Noida Sector 16",2,740.5
Akshardham,"DLF Phase 4",2,1092.75
Bisrakh,"Mohan Nagar",2,674.5
Dwarka,Ecotech,2,689.5
"Green Park","Noida Sector 78",2,543
"Red Fort",Vaishali,2,189
"Red Fort","IGI Airport T1",2,1248.75
Saket,Pitampura,2,981.5
"Raj Nagar Extension","Knowledge Park",2,781.5
"Crossings Republik","Sector 29 Gurugram",2,391.7
Rohini,"Gamma 1",2,1140
"Malviya Nagar",Kalkaji,2,853.5
"Sector 45 Gurugram",Vaishali,2,751.75
"Knowledge Park","Connaught Place",2,844.65
Akshardham,"IGI Airport T1",2,836.5
"Old Delhi Railway Station","IGI Airport T1",2,1355
"DLF Phase 3","DLF Mall of India",2,1275
"Sector 14 Gurugram",Akshardham,2,873.5
Surajpur,"Lajpat Nagar",2,1143
"Gamma 1","Greater Noida West",2,672
"Dilshad Garden","Red Fort",2,857
"Noida Sector 37","Laxmi Nagar",2,490
Saket,"Crossings Republik",2,883
"Noida Sector 62","DLF Phase 1",2,1059
"IFFCO Chowk","Kashmere Gate",2,1055.5
"Mayur Vihar",Vasundhara,2,1323.75
"Mandi House","Anand Vihar Railway Station",2,1572.75
"Delta 1",Kalkaji,2,1514.5
"Green Park","DLF Phase 1",2,678.5
"Sarojini Nagar",ITO,2,888.75
"Pragati Maidan","Model Town",2,1634.2
"Anand Vihar Railway Station","Noida Sector 76",2,627
Saket,"MG Road",2,866
"Greater Noida West","DLF Mall of India",2,844.5
"Lajpat Nagar","Old Delhi Railway Station",2,1115.1
Kalkaji,"DLF Phase 4",2,1558.5
Bisrakh,"Noida City Centre",2,622
Dwarka,Surajpur,2,791.25
"Nehru Place",AIIMS,2,846
"Mayur Vihar","Karol Bagh",2,1799.75
Kaushambi,"Mandi House",2,1217.5
"Noida Sector 78","Cyber Hub",2,-536
"Botanical Garden","Noida Sector 15",2,533.6
"Anand Vihar ISBT","Hauz Khas",2,1284
"Botanical Garden","Karol Bagh",2,1348.5
AIIMS,"Hauz Khas",2,460.75
"Noida Sector 15","RK Puram",2,1533.5
"Old Delhi Railway Station",Shahdara,2,1087.9
"Greater Kailash","MG Road",2,865
"Yamuna Bank","Mandi House",2,1192.5
"Gamma 1","Delta 1",2,595.5
"Mandi House",Ecotech,2,1024
Loni,"Anand Vihar ISBT",2,1322
AIIMS,"DLF Phase 2",2,261.45
ITO,Kaushambi,2,1492
"Preet Vihar","Noida Sector 78",2,2042
"Udyog Vihar","Red Fort",2,1681.5
"Civil Lines","Jama Masjid",2,709.5
"Knowledge Park","Lajpat Nagar",2,350.5
Indirapuram,"Noida City Centre",2,235
"Noida Sector 76",Loni,2,837.5
"Pragati Maidan","Pari Chowk",2,1050.5
"Sarojini Nagar",Vasundhara,2,1631.5
"IGI Airport T1","Anand Vihar Railway Station",2,1625.4
"DLF Phase 2","Mandi House",2,1676.5
"Green Park","Noida Sector 137",2,368.5
Aerocity,"Lajpat Nagar",2,591.5
"Malviya Nagar","Film City Noida",2,1411.2
"Nehru Place","Sector 14 Gurugram",2,623
"DLF Phase 2","Sector 45 Gurugram",2,1241
"Laxmi Nagar",Dwarka,2,717.25
Vaishali,"Pragati Maidan",2,1827
"Malviya Nagar","Model Town",2,893.5
"RK Puram",Dwarka,2,1184.2
"Pari Chowk","Civil Lines",2,1955
"Noida Sector 78","Crossings Republik",2,1045.35
"Noida Sector 76",ITO,2,1912
"Red Fort",Kalkaji,2,766.5
"DLF Phase 3",ITO,2,821
"Sarojini Nagar","Chandni Chowk",2,939
"Noida Sector 16",Aerocity,2,853.7
Vaishali,"Malviya Nagar",2,1243
"Mayur Vihar","Defence Colony",2,1316.2
"Sector 29 Gurugram","Airport T3",2,486.3
"Hauz Khas","Delta 1",2,1434.5
"Yamuna Bank","Nehru Place",2,1407.5
Akshardham,Aerocity,2,592.5
"Preet Vihar",Akshardham,2,1766
"Greater Noida West","Malviya Nagar",2,535
"Noida Sector 137","DLF Phase 3",2,1706
Indirapuram,"Connaught Place",2,745.5
"Delta 1","Wave City Center",2,848.4
"Pari Chowk",Seelampur,2,1168.8000000000002
Rohini,Saket,2,823.7
"Hauz Khas","Ghaziabad Railway Station",2,652.5
"Defence Colony","Alpha 1",2,604
"South Extension","Udyog Vihar",2,1394.5
"Anand Vihar Railway Station","Noida Sector 78",2,861
"Noida Sector 76",Shahdara,2,1084.9
"DLF Phase 2","Vasant Kunj",2,1539
"Greater Kailash","Yamuna Bank",2,423.25
"New Delhi Railway Station","Old Delhi Railway Station",2,801.5
"Noida Sector 37","Preet Vihar",2,1006.6
"Wave City Center","Chandni Chowk",2,738
"Knowledge Park","Nehru Place",2,1149.5
"Cyber Hub","Green Park",2,1409
Manesar,"DLF Phase 4",2,532.1
"RK Puram","Anand Vihar Railway Station",2,1645
Shahdara,Seelampur,2,825
Aerocity,"DLF Phase 3",2,338.8
"New Delhi Railway Station","Noida Sector 15",2,1368
"Gamma 1","Red Fort",2,990
"Cyber Hub","Golf Course Road",2,748
"Greater Noida West","Knowledge Park",2,804
"Gamma 1","Karol Bagh",2,629.75
"Noida Sector 137","Green Park",2,682
"DLF Phase 4",Kalkaji,2,1645.95
Bisrakh,"DLF Phase 3",2,1062
"Beta 1","Connaught Place",2,1550
Indirapuram,"Alpha 1",2,798.5
"IGI Airport T1","Gamma 1",2,535.5
Janakpuri,"Defence Colony",2,874
"Knowledge Park",Surajpur,2,1615
"Sector 56 Gurugram","Logix Mall",2,1369
"Malviya Nagar",Seelampur,2,-341
"Noida Sector 18","Crossings Republik",2,787
"Noida Sector 62",Vaishali,2,1034.1
"Vasant Kunj","Preet Vihar",2,1184.25
INA,"DLF Phase 3",2,1091.5
"DLF Phase 4","Sector 56 Gurugram",2,1121
"South Extension","Sector 56 Gurugram",2,594
"Old Delhi Railway Station","Sohna Road",2,670
Seelampur,Manesar,2,1238
"Kashmere Gate","Huda City Centre",2,953
"Connaught Place","Wave City Center",2,1569
"Malviya Nagar","DLF Phase 4",2,800.5
Vasundhara,Seelampur,2,1790
"DLF Phase 4","South Extension",2,328.3
Aerocity,Manesar,2,1847.75
"Botanical Garden","Huda City Centre",2,348.5
"Film City Noida",Akshardham,2,774.5
"Noida Sector 62","Malviya Nagar",2,1383
"Sector 14 Gurugram",Vasundhara,2,1884
Janakpuri,"Gamma 1",2,1321.75
